ID,Adjudication,Classification,Text
105,Adjudicated,Optimistic,"It is wonderful to be here today with you and with my husband. I’m very proud of him. He’s hard worker, he’s kind, he has a great heart, he’s tough, he’s smart, he’s a great communicator, he’s a great negotiator, he’s telling the truth, he’s a great leader, he’s fair. As you may know by now when you attack him, he will punch back ten times harder. No matter who you are-- a man or a woman—he treats everyone equal. He’s a fighter, and if you elect him to be your President, he will fight for you and for our country. He will work for you and with you. And together we will make America strong and great again."
106,Adjudicated,Pessimistic,"I have spent an enormous amount of time in the last 12 years in the factories and businesses of this country talking to employers and employees, watching the way people work, often working with them. And I know that men and women are more productive when they are sure they won't lose their jobs because they're trying to be good parents, good children. Our businesses should not lose the services of these dedicated Americans. And over the long run, the lessons of the most productive companies in the world, here at home and around the world, are that those who put their people first are those who will triumph in the global economy. The business leaders who have already instituted family and medical leave understand this, and I'm very proud of some of the business leaders who are here today who represent not only themselves but others all across America who were ahead of all of us who make laws in doing what is right by our families."
107,Adjudicated,Optimistic,"Thank you for the hundreds and thousands of people who donated to this campaign. Ninety percent of the donations to this campaign were $50 or less – 90 percent. That's incredible. Thank you to the hundreds and thousands of people who were actively a part of this campaign. Thank you for your work, thank you for your time, for your heart, for your energy, for your patriotism, for your inspiration and for your belief in me. But most importantly, thank you for your belief in the real soul of our country and for never giving up."
108,Adjudicated,Pessimistic,"Hanoi denounced this offer, both privately and publicly. Even while the search for peace was going on, North Vietnam rushed their preparations for a savage assault on the people, the government, and the allies of South Vietnam. Their attack -- during the Tet holidays -- failed to achieve its principal objectives. It did not collapse the elected Government of South Vietnam or shatter its army -- as the Communists had hoped. It did not produce a ""general uprising"" among the people of the cities, as they had predicted. The Communists were unable to maintain control of any of the more than 30 cities that they attacked. And they took very heavy casualties. But they did compel the South Vietnamese and their allies to move certain forces from the countryside into the cities. They caused widespread disruption and suffering. Their attacks, and the battles that followed, made refugees of half a million human beings."
109,Adjudicated,Optimistic,"We'll also keep urging Congress to approve America's free trade agreements with Colombia, Panama, and South Korea. And we will continue to protect this homeland by defeating the terrorists and extremists abroad, so we do not have to face them here at home. As January 20th draws near, some of you may be anxious about finding a new job, or a new place to live. I know how you feel. But between now and then, we must keep our attention on the task at hand -- because the American people expect no less. Earlier this year, I promised that I would sprint to the finish. I am keeping that promise, and I know I have given some of you a good workout along the way. As we head into this final stretch, I ask you to remain focused on the goals ahead. I will be honored to stand with you at the finish line."
110,Adjudicated,Neutral,"[PATE] Certainly. Well, I just would point out that training for these poll workers are done by the local county auditors. We've now stepped up and provided them with training materials and encourage these auditors to use so those poll workers have the accurate information in their counties. Thousands of votes were cast, these past elections with much success. Now the answer your question, when people come in to vote, this election cycle coming in November, they could just bring their driver's license, a passport, a veteran's ID and a tribal ID was just recently added and use that as one of their IDs. Or they can also use one of the state-issue voter IDs that we mailed out to the people that Deidre just talked about so that they have their card as well, so no one gets left out. We have added – because of the soft rollout – the option to sign an oath of identity. Simply say, you know, I didn't bring it because I didn't understand all the information that this election. So we have them sign that document. They get to vote. That was part of the key part of the education component that we put in place that most states didn't do, so people would be still successful voting."
111,Adjudicated,Pessimistic,"At the same time, however, I must state our opposition to the measure offered by the House Budget Committee. It may appear that we have two alternatives. In reality, however, there are no more alternatives left. The committee measure quite simply falls far too short of the essential actions that we must take. For example, in the next 3 years, the committee measure projects spending $141 billion more than does the bipartisan substitute. It regrettably cuts over $14 billion in essential defense spending, funding required to restore America's national security. It adheres to the failed policy of trying to balance the budget on the taxpayer's back. It would increase tax payments by over a third, adding up to a staggering quarter of a trillion dollars. Federal taxes would increase 12 percent each year. Taxpayers would be paying a larger share of their income to government in 1984 than they do at present."
112,Adjudicated,Optimistic,"I'm thrilled to see so many friends from my home state of New York here today. And friends from across the country who have helped me in this primary campaign. You braved the snow in Iowa and the rain in South Carolina, you've knocked doors in New Hampshire and got on buses to come to Nevada. Everywhere I go these days, the purple t-shirts are out in force. Like a lot of great things about America, this campaign is union-built, and I could not be prouder. You've had my back—and I will always have yours."
113,Adjudicated,Optimistic,"We do not want in the United States a nation of spectators. We want a nation of participants in the vigorous life. This is not a matter which can be settled, of course, from Washington. It is really a matter which starts with each individual family. It is my hope that mothers and fathers, stretching across the United States, will be concerned about this phase of their children's development, that the communities will be concerned to make it possible for young boys and girls to participate actively in the physical life, and that men and women who have reached the age of maturity will concern themselves with maintaining their own participation in this phase of national vigor--national life. I am hopeful that we can develop here today, with your help and suggestions, a program which will inspire our country to be concerned. I don't think we have to read these tests which we have seen so much of during the last 10 years to realize that because of the generosity of nature, because of the way our society is organized, that there has been less emphasis on national vigor, national vitality, physical well-being, than there has been in many other countries of the world. I want to do better. And I think you want to do better. We want to make sure that as our life becomes more sophisticated, as we become more urbanized, that we don't lose this very valuable facet of our national character: physical vitality, which is tied into qualities of character, which is tied into qualities of intellectual vigor and vitality."
114,Adjudicated,Optimistic,"So, make no mistake, the road ahead is not easy. We may stumble, we may fall short, but I pledge to you that we will act boldly and deal with our challenges honestly. We will speak truths and we will act with the same faith in you that we ask you to place in us. We believe that our country — all of us — will stand together for a better future and we already are. We see it in the doctors, the nurses, the home health care workers and frontline workers who are risking their lives to save people they've never met. We see it in the teachers and truck drivers, the factory workers and farmers, the postal workers and poll workers, all putting their own safety on the line to help us get through this pandemic. And we see it in so many of you who are working — not just to get us through our current crisis but to somewhere better. There’s something happening all across our country, it’s not about Joe or me, it's about you and it's about us. People of all ages and colors and creeds who are yes, taken to the streets and also persuading our family members, rallying our friends, organizing our neighbors and getting out the vote. And we have shown that when we vote we expand access to health care and expand access to the ballot box and ensure that more working families can make a decent living. And I'm so inspired by a new generation, you, you are pushing us to realize the ideals of our nation, pushing us to live the values we share: decency and fairness, justice and love. You are patriots who remind us that to love our country is to fight for the ideals of our country. In this election, we have a chance to change the course of history. We're all in this fight — you, me and Joe — together. What an awesome responsibility, what an awesome privilege. So, let's fight with conviction, let's fight with hope, let's fight with confidence in ourselves and a commitment to each other, to the America we know is possible, the America we love. And years from now this moment will have passed and our children and our grandchildren will look in our eyes and they're going to ask us where were you when the stakes were so high. They will ask us what was it like and we will tell them. We will tell them not just how we felt, we will tell them what we did. Thank you, God bless you and God bless the United States of America."
115,Adjudicated,Optimistic,"It’s hard to believe that this grass roots movement with all of you hear today and others elsewhere started a quite some time ago, 20 months ago, with one staffer at my kitchen table. But through all of the unpredictable twists and turns, you know one thing has remained constant and that is our goal. And the goal is simple and it’s clear, it is to bring common sense problem-solving to Washington for the fifth district of Connecticut and for our state. That is what brought us here and that is what is bringing us on to Washington. Because of your help. You know because you were there. You knocked on those doors. You made those phone calls. Some of you a lot of them. There over tens thousands of doors, hundreds of thousands of phone calls, and that overwhelmed the millions of those dollars that poured in. Because at the end of the day, it is hard work, and it is passion and commitment that counts and we proved it right here and I couldn’t be prouder of all of you and more grateful to all of you for your hard work and your belief that this was possible, that it mattered, and that we can stand up and say there are better ways and we did it with you. Thank you so much."
116,Adjudicated,Pessimistic,"All Americans were rightly sickened and revolted by the brutal death of George Floyd. My administration is fully committed that, for George and his family, justice will be served.  He will not have died in vain. But we cannot allow the righteous cries and peaceful protesters to be drowned out by an angry mob. The biggest victims of the rioting are peace-loving citizens in our poorest communities, and as their President, I will fight to keep them safe. I will fight to protect you.  I am your President of law and order, and an ally of all peaceful protesters. But in recent days, our nation has been gripped by professional anarchists, violent mobs, arsonists, looters, criminals, rioters, Antifa, and others. A number of state and local governments have failed to take necessary action to safeguard their residence. Innocent people have been savagely beaten, like the young man in Dallas, Texas, who was left dying on the street, or the woman in Upstate New York viciously attacked by dangerous thugs. Small-business owners have seen their dreams utterly destroyed. New York’s Finest have been hit in the face with bricks. Brave nurses, who have battled the virus, are afraid to leave their homes. A police precinct station has been overrun.  Here in the nation’s capital, the Lincoln Memorial and the World War Two Memorial have been vandalized. One of our most historic churches was set ablaze. A federal officer in California, an African American enforcement hero, was shot and killed."
117,Adjudicated,Pessimistic,"Mr. President, Mr. Secretary-General, my fellow leaders, in the last year, our world has experienced great upheaval: a growing crisis in food insecurity; record heat, floods, and droughts; COVID-19; inflation; and a brutal, needless war—a war chosen by one man, to be very blunt. Let us speak plainly. A permanent member of the United Nations Security Council invaded its neighbor, attempted to erase a sovereign state from the map.  Russia has shamelessly violated the core tenets of the United Nations Charter—no more important than the clear prohibition against countries taking the territory of their neighbor by force. Again, just today, President Putin has made overt nuclear threats against Europe and a reckless disregard for the responsibilities of the non-proliferation regime. Now Russia is calling—calling up more soldiers to join the fight. And the Kremlin is organizing a sham referenda to try to annex parts of Ukraine, an extremely significant violation of the U.N. Charter. "
118,Adjudicated,Neutral,"Each decade during those past 50 years, real income per person in America rose an average of nearly 30 percent. And today, in America, we have taken—or things we take for granted that didn't even exist 50 years ago—television, computers, space flights, and so many more things, including the very means of travel—space or the jet travel brought me here to this country. Yes, hunger and sickness still exist in many parts of the world and in our own land. But thanks to breakthroughs in agriculture and medicine, today more people on Earth eat better and live longer than ever before in the history of our planet. As a matter of fact, I have lived some 20-odd years longer than my life expectancy when I was born. Now, that's a source of annoyance to a number of people in my own country.  But the key to all this progress has not been minerals, electricity, or building materials, but the human capacity for intelligence, imagination, and wonder and the opportunity to put all of them to use."
119,Adjudicated,Optimistic,"Those are the ideals my father and my uncles fought for. Those are the ideals I believe in. And this election is about whether we will advance those ideals or let them be swept away. Like my father's election in 1960, this is one of those elections where the future of our country is at stake. And women and children have the most on the line. The president has been a champion for women's rights. The first bill he signed was to make sure women can fight for equal pay for equal work. His commitment to women is about even more than economic rights—it's about health care, reproductive rights, and our ability to make our own decisions about ourselves, our families, and our future. When it comes to what's best for women, there is only one candidate in this race who is on our side: Barack Obama.  As a Catholic woman, I take reproductive health seriously, and today, it is under attack. This year alone, more than a dozen states have passed more than 40 restrictions on women's access to reproductive health care. That's not the kind of future I want for my daughters or your daughters. Now isn't the time to roll back the rights we were winning when my father was president. Now is the time to move this country forward.  President Obama has shown the same commitment when it comes to our children. He has put our ideals into action for the next generation—he has inspired them to get involved, he has listened to their ideas, and he has committed us all to building a better future for them. He has challenged states to raise standards for teaching and learning—and almost all of them have. He has fought for early childhood education, putting outstanding teachers in every classroom, and making college accessible to all young dreamers. I know Barack Obama will fight for women and children, and all Americans, because he has proven it. He has the quality my father most admired in public life: courage."
120,Adjudicated,Neutral,"It’s been a horrible time to see such death and destruction, especially when you come out of what was the greatest economy in the history of the world. The greatest. There’s never been an economy like what we had produced, but we’ll produce it again. And I think we’ll produce it again very fast. The medical and healthcare advances we’ve made are critical to our continued progress. We’ve rapidly developed the most expansive and accurate testing system anywhere in the world and have completed more than 3.3 million tests. To date, we have authorized 48 separate coronavirus tests, and the FDA is working with 300 companies and labs to widen our capacity still further. Today, Abbott Labs announced that it has developed an antibody test that will determine if someone has been previously infected with the coronavirus and potentially developed immunity. It’s a great test. The company says these tests could be available to screen up to 20 million people in a matter of weeks."
121,Adjudicated,Optimistic,"We are a people in a quandary about the present. We are a people in search of our future. We are a people in search of a national community. We are a people trying not only to solve the problems of the present, unemployment, inflation, but we are attempting on a larger scale to fulfill the promise of America. We are attempting to fulfill our national purpose, to create and sustain a society in which all of us are equal. Throughout out history, when people have looked for new ways to solve their problems, and to uphold the principles of this nation, many times they have turned to political parties. They have often turned to the Democratic Party. What is it? What is it about the Democratic Party that makes it the instrument the people use when they search for ways to shape their future? Well I believe the answer to that question lies in our concept of governing. Our concept of governing is derived from our view of people. It is a concept deeply rooted in a set of beliefs firmly etched in the national conscience of all of us. Now what are these beliefs? First, we believe in equality for all and privileges for none. This is a belief that each American regardless of background has equal standing in the public forum -- all of us. Because we believe this idea so firmly, we are an inclusive rather than an exclusive party. Let everybody come! I think it no accident that most of those emigrating to America in the 19th century identified with the Democratic Party. We are a heterogeneous party made up of Americans of diverse backgrounds. We believe that the people are the source of all governmental power; that the authority of the people is to be extended, not restricted."
122,Adjudicated,Optimistic,"But I have to tell you, I'm a little sentimental tonight because a lot of times you don't get to see bookends in your life, and 40 years ago I was a young college student working my way through school and I was a member of 226—but that's not the best part of the story. I was working right down the hall here at Caesar's Palace as a cocktail waitress to pay my tuition. I put my tips in those envelopes and it paid for my next year of college, and I know it took a while but 40 years later I'm back and here I am. But I think about that young woman then and I never could have imagined all these years later, really, that I'd be standing here on this stage as your next United States senator and that everything that's happened in between. You know my—I love you guys, too—so you know I want to tell you that my faith and my upbringing, they were a big part of my decision to take on this race because I believe it's our responsibility to leave this world a better place than how we found it. And after all the hate I've seen recently—that we've all seen—I can't tell you how much this means to me as a former synagogue president to stand here tonight as your next senator. Hate will never win. Hate will never win. And plenty of people had their doubts that this victory would be ours tonight. But this is the story of this election cycle—women stepping up to lead, to take back our country and take back the agenda in Washington."
123,Adjudicated,Neutral,"As an example, the United States introduced its last new intercontinental ballistic missile, the Minute Man III, in 1969, and we're now dismantling our even older Titan missiles. But what has the Soviet Union done in these intervening years? Well, since 1969 the Soviet Union has built five new classes of ICBM's, and upgraded these eight times. As a result, their missiles are much more powerful and accurate than they were several years ago, and they continue to develop more, while ours are increasingly obsolete. The same thing has happened in other areas. Over the same period, the Soviet Union built 4 new classes of submarine-launched ballistic missiles and over 60 new missile submarines. We built 2 new types of submarine missiles and actually withdrew 10 submarines from strategic missions. The Soviet Union built over 200 new Backfire bombers, and their brand new Blackjack bomber is now under development. We haven't built a new long-range bomber since our B-52's were deployed about a quarter of a century ago, and we've already retired several hundred of those because of old age. Indeed, despite what many people think, our strategic forces only cost about 15 percent of the defense budget. Another example of what's happened: In 1978 the Soviets had 600 intermediate-range nuclear missiles based on land and were beginning to add the SS-20—a new, highly accurate, mobile missile with 3 warheads. We had none. Since then the Soviets have strengthened their lead. By the end of 1979, when Soviet leader Brezhnev declared ""a balance now exists,"" the Soviets had over 800 warheads. We still had none. A year ago this month, Mr. Brezhnev pledged a moratorium, or freeze, on SS-20 deployment. But by last August, their 800 warheads had become more than 1,200. We still had none. Some freeze. At this time Soviet Defense Minister Ustinov announced ""approximate parity of forces continues to exist."" But the Soviets are still adding an average of 3 new warheads a week, and now have 1,300. These warheads can reach their targets in a matter of a few minutes. We still have none. So far, it seems that the Soviet definition of parity is a box score of 1,300 to nothing, in their favor."
124,Adjudicated,Optimistic,"Now, in talking about our legislative agenda, I know that some of you have been disturbed by the notion of standby tax increases in the so-called out-years. Well, I wasn't wild about the idea myself. But the economy is getting better, and I believe these improvements are only the beginning. And with some luck, and if the American people respond with the kind of energy and initiative they've always shown in the past, well, maybe it's time we started thinking about some standby tax cuts, too."
125,Adjudicated,Pessimistic,"At my direction, elements of the 82d Airborne Division as well as key units of the United States Air Force are arriving today to take up defensive positions in Saudi Arabia. I took this action to assist the Saudi Arabian Government in the defense of its homeland. No one commits America's Armed Forces to a dangerous mission lightly, but after perhaps unparalleled international consultation and exhausting every alternative, it became necessary to take this action. Let me tell you why. Less than a week ago, in the early morning hours of August 2d, Iraqi Armed Forces, without provocation or warning, invaded a peaceful Kuwait. Facing negligible resistance from its much smaller neighbor, Iraq's tanks stormed in blitzkrieg fashion through Kuwait in a few short hours. With more than 100,000 troops, along with tanks, artillery, and surface-to-surface missiles, Iraq now occupies Kuwait. This aggression came just hours after Saddam Hussein specifically assured numerous countries in the area that there would be no invasion. There is no justification whatsoever for this outrageous and brutal act of aggression. A puppet regime imposed from the outside is unacceptable. The acquisition of territory by force is unacceptable. No one, friend or foe, should doubt our desire for peace; and no one should underestimate our determination to confront aggression."
126,Adjudicated,Optimistic,"She is amazing let me tell you a little bit about her. Melania is first and foremost a dedicated wife and mother. The first time I met Melania was when she and Donald were deciding who to choose for the vice president, and we joined them for a weekend at their resort in Bedminster. We were having dinner, and Melania looked at me and asked about our three children. Well, I told her with a wink that we have raised three independent thinking children who don't always agree with their father on every issue. I told her we have a lot of great discussions around our dinner table believe me. But you know what? She looked at me with her warm smile and she said I like that you're teaching them to think for themselves, I like that. And I knew right then that I was really going to like Melania. I have so enjoyed getting to know Melania during these last several months. You know, as the spouse of the candidate, it isn't always easy to have your husband out on the campaign trail with a very grueling schedule or to face the barrage of attacks, but I can tell you one thing about Melania Trump: she is strong. she also, she is so strong, she also is very accomplished, working her way up through the fashion and modeling industry and immigrating to America from her native Slovenia. Her love for America is boundless, just like her husband's. She is going to be America's next great First Lady, and I know that America will fall in love with her just as much as she loves the American people. Ladies and gentlemen, it is my great privilege to introduce to you the next First Lady of the United States of America, Melania Trump."
127,Adjudicated,Pessimistic,"When I took office, I committed to fixing this broken immigration system. And I began by doing what I could to secure our borders. Today, we have more agents and technology deployed to secure our southern border than at any time in our history. And over the past six years, illegal border crossings have been cut by more than half. Although this summer, there was a brief spike in unaccompanied children being apprehended at our border, the number of such children is now actually lower than it’s been in nearly two years. Overall, the number of people trying to cross our border illegally is at its lowest level since the 1970s. Those are the facts. Meanwhile, I worked with Congress on a comprehensive fix, and last year, 68 Democrats, Republicans, and independents came together to pass a bipartisan bill in the Senate. It wasn’t perfect. It was a compromise. But it reflected common sense. It would have doubled the number of border patrol agents while giving undocumented immigrants a pathway to citizenship if they paid a fine, started paying their taxes, and went to the back of the line. And independent experts said that it would help grow our economy and shrink our deficits. Had the House of Representatives allowed that kind of bill a simple yes-or-no vote, it would have passed with support from both parties, and today it would be the law. But for a year and a half now, Republican leaders in the House have refused to allow that simple vote."
128,Adjudicated,Neutral,"We will prove to you that we who stand ready to make extreme sacrifices for what we believe, are giving you a true picture of the purposes of the Communist Party. It is customary for a client to be introduced to the jury by his or her attorney.  I am my own attorney. I must therefore, introduce myself.  I am an American of Irish decent.  My father, Thomas Flynn, was born in Maine.  My mother, Anne Gurley, was born in Galway, Ireland.  I was born in Concord, New Hampshire, 62 years ago.  I married in 1908, separated from my husband shortly thereafter, and have always used my own name.  My only son, Fred, died in 1940 at the age of 29 from a chest cancer.  I reside with my sister, who is a retired school teacher.  We have lived in New York City for the past 52 years.  My mother was a skilled tailoress; my father a quarry worker who worked his way through the engineering school at Dartmouth College in New Hampshire.  My father, grandfather, and all my uncles were members of labor unions. To continue, ladies and gentlemen, one of the essential issues in this case is my individual intent, the intent with which I joined the Communist Party and have remained a member of it, and the intent with which I have tried to carry out its program. My intent has been shaped out of my earlier experiences and my reaction  to the conditions of life, especially the conditions of the worker."
129,Adjudicated,Optimistic,"When I sign this bill into law, America will have the lowest marginal tax rates and the most modern tax code among major industrialized nations, one that encourages risk-taking, innovation, and that old American spirit of enterprise. We'll be refueling the American growth economy with the kind of incentives that helped create record new businesses and nearly 11.7 million jobs in just 46 months. Fair and simpler for most Americans, this is a tax code designed to take us into a future of technological invention and economic achievement, one that will keep America competitive and growing into the 21st century. But for all tax reform's economic benefits, I believe that history will record this moment as something more: as the return to the first principles. This country was founded on faith in the individual, not groups or classes, but faith in the resources and bounty of each and every separate human soul. Our Founding Fathers designed a democratic form of government to enlist the individual's energies and fashioned a Bill of Rights to protect its freedoms. And in so doing, they tapped a wellspring of hope and creativity that was to completely transform history."
130,Adjudicated,Pessimistic,"As our problems grow larger, it is clear that our current politicians in Washington are not up to the job. In fact, the Washington elite have teamed up with us- have teamed up against us with our own elected representatives. The special interest don't swear on an oath of office to uphold our Constitution. The self-serving lobbyists don't care about protecting our rights and our freedom. They just want to cut the cut of our hard-earned money. They make excuses when we questioned them about voting for trillions in new spending which will saddle our children and grandchildren with dangerously unsustainable debt because it pleases lobbyists; they rubber stamp the interests of wealthy insurance companies by funding Obamacare which is bankrupting our small businesses, killing jobs, and taking doctors away from their patients. Washington politicians have sold out the average citizen, the small business owner, the family farmer, and the entrepreneur who are the backbone of our nation. They don't feel the pain of high taxes, skyrocketing debt, and unaffordable health care because they've exempted themselves. They vote for trade deals that are neither free nor fair to enrich their international corporate paymasters. Meanwhile American industry, especially here in the Empire State or what was the Empire State, industry is losing jobs each and every day. These politicians vote for amnesty which rewards illegal immigrants who have no respect for our laws even though amnesty hurts our law-abiding citizens. They promise to secure our borders and haven't even though our world is becoming more dangerous."
131,Adjudicated,Optimistic,"There has been no greater advance than this, gentlemen. If you look back upon the history of the world you will see how helpless peoples have too often been a prey to powers that had no conscience in the matter. It has been one of the many distressing revelations of recent years that the great power which has just been, happily, defeated put intolerable burdens and injustices upon the helpless people of some of the colonies which it annexed to itself; that its interest was rather their extermination than their development; that the desire was to possess their land for European purposes, and not to enjoy their confidence in order that mankind might be lifted in these places to the next higher level. Many terrible things have come out of this war, gentlemen, but some very beautiful things have come out of it. Wrong has been defeated, but the rest of the world has been more conscious than it ever was before of the majesty of right. People that were suspicious of one another can now live as friends and comrades in a single family, and desire to do so. The miasma of distrust, of intrigue, is cleared away. Men are looking eye to eye and saying, ""We are brothers and have a common purpose. We did not realize it before, but now we do realize it, and this is our covenant of fraternity and of friendship."
132,Adjudicated,Pessimistic,"It's important to recognize that while differences in theology exist between the churches in America, we share a common creed of moral convictions. And where the affairs of our nation are concerned, it's usually a sound rule to focus on the latter -- on the great moral principles that urge us all on a common course. Whether it was the cause of abolition, or civil rights, or the right to life itself, no movement of conscience can succeed in America that cannot speak to the convictions of religious people. We separate church and state affairs in this country, and for good reason. No religion should dictate to the state nor should the state interfere with the free practice of religion. But in recent years, the notion of the separation of church and state has been taken by some well beyond its original meaning. They seek to remove from the public domain any acknowledgment of God. Religion is seen as merely a private affair with no place in public life. It's as if they're intent on establishing a new religion in America -- the religion of secularism. They are wrong."
133,Adjudicated,Optimistic,"I have been so fortunate to be surrounded by so many wonderful people—people on our campaign staff and thousands of volunteers. If you all knew the number of people who have made phone calls in the last four days, in the last few weeks.... If you knew the number of people who probably need to buy new tennis shoes because they've walked so many doors and dropped literature, it would warm your heart as much as it does mine. I want to thank all of our campaign workers, all of my campaign staff. You have sustained me, you have energized me, you have inspired me, and I can tell you this: I know, without a shadow of doubt, that your commitment, those of you that are here, your commitment has been deep, it has been strong, and it has been personal. And your trust in me, and your faith in me, is something that no one can ever take away. I am a richer person for having been in this position. I will be a better Oklahoman because of your belief in me."
134,Adjudicated,Optimistic,"Never forget: We are one family and one nation. This rich heritage belongs to every citizen, young and old, first-generation American and tenth-generation American. This heritage belongs to every citizen, young and old — first-generation American — we want to go from first generation to tenth generation; it matters not. We are American. We are from the USA.  This great heritage belongs to citizens of every background and of every walk of life. No matter our race, color, religion, or creed, we are one America, and we put America first. We will not allow anyone to divide our citizens by race or background. We will not allow them to foment hate, discord, and distrust. We will hold fast and true to the sacred loyalties that link us all as neighbors, as Americans, and as patriots."
135,Adjudicated,Pessimistic,"Although my doctors informed me that I suffered a cerebral concussion, as well as shock, I do not seek to escape responsibility for my actions by placing the blame either on the physical and emotional trauma brought on by the accident, or on anyone else. I regard as indefensible the fact that I did not report the accident to the police immediately. Instead of looking directly for a telephone after lying exhausted in the grass for an undetermined time, I walked back to the cottage where the party was being held and requested the help of two friends, my cousin, Joseph Gargan and Phil Markham, and directed them to return immediately to the scene with me -- this was sometime after midnight -- in order to undertake a new effort to dive down and locate Miss Kopechne. Their strenuous efforts, undertaken at some risk to their own lives, also proved futile. All kinds of scrambled thoughts -- all of them confused, some of them irrational, many of them which I cannot recall, and some of which I would not have seriously entertained under normal circumstances -- went through my mind during this period. They were reflected in the various inexplicable, inconsistent, and inconclusive things I said and did, including such questions as whether the girl might still be alive somewhere out of that immediate area, whether some awful curse did actually hang over all the Kennedys, whether there was some justifiable reason for me to doubt what had happened and to delay my report, whether somehow the awful weight of this incredible incident might in some way pass from my shoulders. I was overcome, I'm frank to say, by a jumble of emotions: grief, fear, doubt, exhaustion, panic, confusion, and shock."
136,Adjudicated,Optimistic,"Many of you, as I said, have lost your homes, and we will worry with you. Please know that together we will all transform despair into hope and show the world the true meaning of determination. Bluntly put, New Orleans and the surrounding parishes may be ravaged but our spirit remains intact. To anyone who even suggests that this great city should not be rebuilt, hear this and hear it well: We will rebuild. Americans rebuilt Washington after the British burned it to the ground. We rebuilt Chicago after the great fire. We rebuilt San Francisco after the earthquake. And we are rebuilding New York City after 9/11. We will rebuild New Orleans and the surrounding parishes, because that is what Americans do. We will drain the water from our neighborhoods. We will clean up the debris and contamination. We will rebuild our levees, roads and bridges and we will recreate our communities. To do this, I've asked the federal government to cover 100 percent of what Louisiana will spend on this disaster -- just as was done after 9/11."
137,Adjudicated,Optimistic,"We must re-elect the president because he's standing up for middle-class families and growing an economy that is built to last. And he's doing it all over the country and right here in North Carolina. My friends, it starts with education. The president has made schools a top priority. He actually understands that all parents want their children to have even better opportunities than they had as a child. This president's education initiatives are helping North Carolina's schools and schools across America soar. These investments are moving education reform and innovation, and strengthening our nationally recognized early-childhood education programs. This president, my friends, simply gets it on education, and that is a good thing for America. He knows that a education is the difference-maker for every child and is the pathway for this country to succeed in the global economy. From education to broadband, from building roads and bridges to supporting the military, Barack Obama is delivering for North Carolina. And he is delivering for America. A growing middle class is simply the foundation for a strong America. President Obama is also standing up for women in North Carolina and in America. He has helped women across this country fight for equal pay for equal work; he understands that women must be guaranteed access to quality, affordable health care, and make sure that their insurance coverage pays for those costs with no out-of-pocket costs. And unlike Mitt Romney, President Obama is standing up for Planned Parenthood."
138,Adjudicated,Optimistic,"Today the eyes of all people are truly upon us—and our governments, in every branch, at every level, national, state and local, must be as a city upon a hill—constructed and inhabited by men aware of their great trust and their great responsibilities. For we are setting out upon a voyage in 1961 no less hazardous than that undertaken by the Arabella in 1630. We are committing ourselves to tasks of statecraft no less awesome than that of governing the Massachusetts Bay Colony, beset as it was then by terror without and disorder within. History will not judge our endeavors—and a government cannot be selected—merely on the basis of color or creed or even party affiliation. Neither will competence and loyalty and stature, while essential to the utmost, suffice in times such as these. For of those to whom much is given, much is required. And when at some future date the high court of history sits in judgment on each one of us—recording whether in our brief span of service we fulfilled our responsibilities to the state—our success or failure, in whatever office we may hold, will be measured by the answers to four questions."
139,Adjudicated,Neutral,"In times like these it is immature -- and, incidentally, untrue -- for anybody to brag that an unprepared America, single-handed and with one hand tied behind its back, can hold off the whole world. No realistic American can expect from a dictator’s peace international generosity, or return of true independence, or world disarmament, or freedom of expression, or freedom of religion -- or even good business.  Such a peace would bring no security for us or for our neighbors.  Those who would give up essential liberty to purchase a little temporary safety deserve neither liberty nor safety. As a nation we may take pride in the fact that we are soft-hearted; but we cannot afford to be soft-headed.  We must always be wary of those who with sounding brass and a tinkling cymbal preach the ""ism"" of appeasement.  We must especially beware of that small group of selfish men who would clip the wings of the American eagle in order to feather their own nests."
140,Adjudicated,Pessimistic,"He trained terrorist armies, including Hezbollah, launching terrorist strikes against civilian targets. He fueled bloody civil wars all across the region. He viciously wounded and murdered thousands of U.S. troops, including the planting of roadside bombs that maim and dismember their victims. Soleimani directed the recent attacks on US personnel in Iraq that badly wounded four service members and killed one American, and he orchestrated the violent assault on the US embassy in Baghdad. In recent days, he was planning new attacks on American targets, but we stopped him. Soleimani’s hands were drenched in both American and Iranian blood. He should have been terminated long ago. By removing Soleimani, we have sent a powerful message to terrorists: If you value your own life, you will not threaten the lives of our people. As we continue to evaluate options in response to Iranian aggression, the United States will immediately impose additional punishing economic sanctions on the Iranian regime. These powerful sanctions will remain until Iran changes its behavior."
