ID	Adjudication	Classification	Text
10	Adjudicated	Optimistic	We must act today in order to preserve tomorrow. And let there be no misunderstanding -- we’re going to begin to act beginning today. The economic ills we suffer have come upon us over several decades. They will not go away in days, weeks, or months, but they will go away. They will go away because we as Americans have the capacity now, as we have had in the past, to do whatever needs to be done to preserve this last and greatest bastion of freedom. So with all the creative energy at our command, let us begin an era of national renewal. Let us renew our determination, our courage, and our strength. And let us renew our faith and our hope. We have every right to dream heroic dreams.
205	Adjudicated	Neutral	The revolution in the technology of war makes it necessary in order that you, when you hold positions of command, may make an educated judgment between various techniques, that you also be a scientist and an engineer and a physicist, and your responsibilities go far beyond the classic problems of tactics and strategy. In the years to come, some of you will serve as your Commandant did last year, as an adviser to foreign governments; some will negotiate as Admiral Burke did, in Korea, with other governments on behalf of the United States; some will go to the far reaches of space and some will go to the bottom of the ocean. Many of you from one time or another, in the positions of command, or as members of staff, will participate in great decisions which go far beyond the narrow reaches of professional competence.
92	Adjudicated	Pessimistic	This has been tough weeks in that country. Coalition forces have encountered serious violence in some areas of Iraq. Our military commanders report that this violence is being instigated by three groups: Some remnants of Saddam Hussein's regime, along with Islamic militants have attacked coalition forces in the city of Fallujah. Terrorists from other countries have infiltrated Iraq to incite and organize attacks. In the south of Iraq, coalition forces face riots and attacks that are being incited by a radical cleric named al-Sadr. He has assembled some of his supporters into an illegal militia, and publicly supported the terrorist groups, Hamas and Hezbollah. Al-Sadr's methods of violence and intimidation are widely repudiated by other Iraqi Shia. He's been indicted by Iraqi authorities for the murder of a prominent Shia cleric. Although these instigations of violence come from different factions, they share common goals. They want to run us out of Iraq and destroy the democratic hopes of the Iraqi people. The violence we have seen is a power grab by these extreme and ruthless elements.
221	Adjudicated	Pessimistic	Several weeks ago in New Orleans, I warned Colonel Qadhafi we would hold his regime accountable for any new terrorist attacks launched against American citizens. More recently I made it clear we would respond as soon as we determined conclusively who was responsible for such attacks. On April 5th in West Berlin a terrorist bomb exploded in a nightclub frequented by American servicemen. Sergeant Kenneth Ford and a young Turkish woman were killed and 230 others were wounded, among them some 50 American military personnel. This monstrous brutality is but the latest act in Colonel Qadhafi's reign of terror. The evidence is now conclusive that the terrorist bombing of La Belle discotheque was planned and executed under the direct orders of the Libyan regime. On March 25th, more than a week before the attack, orders were sent from Tripoli to the Libyan People's Bureau in East Berlin to conduct a terrorist attack against Americans to cause maximum and indiscriminate casualties. Libya's agents then planted the bomb. On April 4th the People's Bureau alerted Tripoli that the attack would be carried out the following morning. The next day they reported back to Tripoli on the great success of their mission.
453	Adjudicated	Pessimistic	The United States was at peace with that nation and, at the solicitation of Japan, was still in conversation with its government and its emperor looking toward the maintenance of peace in the Pacific. Indeed, one hour after Japanese air squadrons had commenced bombing in the American island of Oahu, the Japanese ambassador to the United States and his colleague delivered to our Secretary of State a formal reply to a recent American message. And while this reply stated that it seemed useless to continue the existing diplomatic negotiations, it contained no threat or hint of war or of armed attack.1
153	Adjudicated	Pessimistic	All I have I would have given gladly not to be standing here today. The greatest leader of our time has been struck down by the foulest deed of our time. Today, John Fitzgerald Kennedy lives on in the immortal words and works that he left behind. He lives on in the mind and memories of mankind. He lives on in the hearts of his countrymen. No words are sad enough to express our sense of loss. No words are strong enough to express our determination to continue the forward thrust of America that he began.
24	Adjudicated	Optimistic	For our part, I am today committing the United States of America to support a new worldwide fund with a founding contribution of $200 million. This is in addition to the billions we spend on research and to the $760 million we're spending this year to help the international effort to fight AIDS. This $200 million will go exclusively to a global fund, with more to follow as we learn where our support can be most effective. Based on this morning's meetings, I believe a consensus is forming on the basic elements that must shape the Global Fund and its use. First, we agree on the need for partnerships across borders and among both the public and private sectors. We must call upon the compassion, energy and generosity of people everywhere. This means that not only governments can help but also private corporations, foundations, faith-based groups and nongovernmental organizations as well. Second, we agree on an integrated approach that emphasizes prevention and training of medical personnel as well as treatment and care. Prevention is indispensable to any strategy of controlling a pandemic such as we now face. Third, we must concentrate our efforts on programs that work, proven best practices. Whenever the Global Fund supports any health program, we must know that it meets certain essential criteria. We must know that the money is well spent, victims are well cared for and local populations are well served.
380	Adjudicated	Optimistic	I'd like to just acknowledge in general the people who are here from law enforcement organizations and firefighters' organizations and public employees and teachers' groups who have helped us on this national service project. And I want to say a special word of thanks to three other people. First of all, Gen. David Jones, a former Chairman of the Joint Chiefs of Staff who has worked very hard helping us put together this program, who is here. General Jones, thank you for being here. Secondly, a remarkable gentleman from New Jersey, an immensely successful businessman who retired early and is devoting his entire life to community service to rebuild the lives and the neighborhoods of the people in his community in New Jersey and now helping others around the country, a founding Member of the Points of Light Foundation, Mr. Ray Chambers, who is here. And I'd like to pay a little special attention to two members of Congress who are not here and to one who is, for their long work on the whole idea of national service. The two in the Senate who are not here are Senator Harris Wofford from Pennsylvania and Senator Sam Nunn from Georgia. And then Representative Dave McCurdy from Oklahoma, thank you for all of the work you've done on this over the years.
36	Adjudicated	Neutral	But for too long, the Nation's business in Washington has been conducted as if these basic rules did not apply. Well, these rules do apply. And if we fail to act, next year alone we will face a Federal budget deficit of more than $300 billion, a deficit that could weaken our economy further and cost us thousands of precious jobs. If what goes up must come down, then the way down could be very hard. But it doesn't have to be that way. We can do something. In fact, we have started to do something. But we must act this week, when Congress will hold the first of two crucial up-or-down votes. These votes will be on a deficit reduction agreement worked out between the administration and the bipartisan leaders of Congress. This budget agreement is the result of 8 months of blood, sweat, and fears—fears of the economic chaos that would follow if we fail to reduce the deficit. Of course, I cannot claim it's the best deficit reduction plan possible. It's not. Any one of us alone might have written a better plan. But it is the best agreement that can be legislated now. It is the biggest deficit reduction agreement ever—half a trillion dollars. It's the toughest deficit reduction package ever, with new enforcement rules to make sure that what we fix now stays fixed. And it has the largest spending savings ever—more than $300 billion. For the first time, a Republican President and leaders of a Democratic Congress have agreed to real cuts that will be enforced by law, not promises—no smoke, no mirrors, no magic act, but real and lasting spending cuts.
418	Adjudicated	Pessimistic	I would like to begin by addressing the heinous attack on the United States Capitol. Like all Americans, I am outraged by the violence, lawlessness, and mayhem. I immediately deployed the National Guard and federal law enforcement to secure the building and expel the intruders. America is, and must always be, a nation of law and order. The demonstrators who infiltrated the Capitol have defiled the seat of American democracy. To those who engaged in the acts of violence and destruction, you do not represent our country. And to those who broke the law, you will pay. We have just been through an intense election, and emotions are high, but now tempers must be cooled, and calm restored. We must get on with the business of America. 
7	Adjudicated	Neutral	Good morning. The global devastation of HIV/AIDS staggers the imagination and shocks the conscience. The disease has already killed over 20 million people and it's poised to kill at least 40 million more. In Africa, the disease clouds the future of entire nations and threatens to hold back the hopes of an entire continent. In the hardest-hit countries of sub-Sahara Africa as much as one-third of the adult population is infected with HIV, and 10 percent or more of the school teachers will die of AIDS within five years. Today I announce that my administration plans to make $500 million available to prevent mother-to-child transmission of HIV. This new effort, which will be funded during the next 16 months, will allow us to treat one million women annually, and reduce mother-to-child transmission by 40 percent within five years or less in target countries.
487	Adjudicated	Optimistic	But this election shows that when Oregonians are given an opportunity to invest in our classrooms, to build affordable housing, and to protect health care, it's not a toss-up, it's not even a close call, it’s a slam dunk. This election shows that when our values are on the ballot, Oregonians will come together and fight like hell to stand up for what we believe in. Tonight we can say we fought to keep Oregon a welcoming and inclusive place for all. Tonight we can say we fought to make sure that thousands more will have access to affordable housing and we won. And tonight we've fought to make sure that every woman in this state, regardless of their income, regardless of their zip code, and regardless of their immigration status, will have access to the full complement of reproductive health services. All right you guys, but make no mistake the fight isn't over. We still got lots of work to do. We've never had someone so divisive in the White House or someone with such less respect for the truth or for the people impacted by his decisions, and as we've learned from this election, Oregon isn't immune from these threats. We came close to losing the progress that we've worked so very hard for. Thanks to all of you, and the voters of this great state, we're going to keep Oregon a shining beacon of hope.
419	Adjudicated	Pessimistic	The debate over whether to lift the ban on homosexuals in the military has, to put it mildly, sparked a great deal of interest over the last few days. Today, as you know, I have reached an agreement, at least with Senator Nunn and Senator Mitchell, about how we will proceed in the next few days. But first I would like to explain what I believe about this issue and why, and what I have decided to do after a long conversation, and a very good one, with the Joint Chiefs of Staff and discussions with several Members of Congress. The issue is not whether there should be homosexuals in the military. Everyone concedes that there are. The issue is whether men and women who can and have served with real distinction should be excluded from military service solely on the basis of their status. And I believe they should not. The principle on which I base this position is this: I believe that American citizens who want to serve their country should be able to do so unless their conduct disqualifies them from doing so. Military life is fundamentally different from civilian society; it necessarily has a different and stricter code of conduct, even a different code of justice. Nonetheless, individuals who are prepared to accept all necessary restrictions on their behavior, many of which would be intolerable in civilian society, should be able to serve their country honorably and well.
325	Adjudicated	Optimistic	There are today upwards of sixty millions of Socialists, loyal, devoted adherents to this cause, regardless of nationality, race, creed, color, or sex. They are all making common cause. They are spreading with tireless energy the propaganda of the new social order. They are waiting, watching, and working hopefully through all the hours of the day and the night. They are still in a minority. But they have learned how to be patient and to bide their time. They feel -- they know, indeed -- that the time is coming, in spite of all opposition, all persecution, when this emancipating gospel will spread among all the peoples, and when this minority will become the triumphant majority and, sweeping into power, inaugurate the greatest social and economic change in history.
105	Adjudicated	Optimistic	It is wonderful to be here today with you and with my husband. I’m very proud of him. He’s hard worker, he’s kind, he has a great heart, he’s tough, he’s smart, he’s a great communicator, he’s a great negotiator, he’s telling the truth, he’s a great leader, he’s fair. As you may know by now when you attack him, he will punch back ten times harder. No matter who you are-- a man or a woman—he treats everyone equal. He’s a fighter, and if you elect him to be your President, he will fight for you and for our country. He will work for you and with you. And together we will make America strong and great again.
179	Adjudicated	Pessimistic	Last night, at my direction, the United States military successfully executed a flawless precision strike that killed the number-one terrorist anywhere in the world, Qasem Soleimani. Soleimani was plotting imminent and sinister attacks on American diplomats and military personnel, but we caught him in the act and terminated him. Under my leadership, America’s policy is unambiguous: To terrorists who harm or intend to harm any American, we will find you; we will eliminate you. We will always protect our diplomats, service members, all Americans, and our allies.
364	Adjudicated	Optimistic	Most importantly, my administration is working with Congress to address the root cause behind much of the instability in our markets. Financial assets related to home mortgages have lost value during the housing decline. And the banks holding these assets have restricted credit. As a result, our entire economy is in danger. So I've proposed that the federal government reduce the risk posed by these troubled assets, and supply urgently-needed money so banks and other financial institutions can avoid collapse and resume lending. This rescue effort is not aimed at preserving any individual company or industry -- it is aimed at preserving America's overall economy. It will help American consumers and businesses get credit to meet their daily needs and create jobs. And it will help send a signal to markets around the world that America's financial system is back on track.
81	Adjudicated	Neutral	On the day after our arrest it was give out by the U. S. Marshal and the District Attorney’s office that the “big fish” of the No-Conscription activities had been caught, and that there would be no more trouble-makers and disturbers to interfere with the highly democratic effort of the Government to conscript its young manhood for the European slaughter.  What a pity that the faithful servants of the Government, personified in the U. S. Marsha land the District Attorney, should have used such a weak and flimsy net for their big catch.  The moment the anglers pulled their heavily laden net ashore, it broke, and all the labor was so much wasted energy. The methods employed by Marshal McCarthy and his hosts of heroic warriors were sensational enough to satisfy the famous circus men, Barnum & Baily.  A dozen or more heroes dashing up two flights of stairs, prepared to stake their lives for their country, only to discover the two dangerous disturbers and trouble-makers Alexander Berkman and Emma Goldman, in their separate offices, quietly at work at their desks, wielding not a sword, nor a gun or a bomb, but merely their pens!  Verily, it required courage to catch such big fish.
443	Adjudicated	Pessimistic	Addressing the challenges in the auto industry requires us to balance these two responsibilities. If we were to allow the free market to take its course now, it would almost certainly lead to disorderly bankruptcy and liquidation for the automakers. Under ordinary economic circumstances, I would say this is the price that failed companies must pay -- and I would not favor intervening to prevent the automakers from going out of business. But these are not ordinary circumstances. In the midst of a financial crisis and a recession, allowing the U.S. auto industry to collapse is not a responsible course of action. The question is how we can best give it a chance to succeed. Some argue the wisest path is to allow the auto companies to reorganize through Chapter 11 provisions of our bankruptcy laws -- and provide federal loans to keep them operating while they try to restructure under the supervision of a bankruptcy court. But given the current state of the auto industry and the economy, Chapter 11 is unlikely to work for American automakers at this time.
365	Adjudicated	Pessimistic	Our nation is facing an unprecedented global crisis that highlights the inextricable bonds of humanity and how foreign policy and domestic policy are inseparable. We are all in this together and we must all rise to meet this moment in service to our country and our fellow man. This is not the first time that we have faced adversity together and it will not be the last. After the terrorist attack by al Qaeda on our country on 9/11 we stood together as Americans. Motivated to serve, marshaling our forces to defeat our common enemy. I and so many Americans all across this country enlisted in the military to do just that. Likewise, today as Americans — and all of humanity — we face a common enemy. It is once again time as Americans and as neighbors in this global community that we stand together once again and work hand-in-hand to defeat this new enemy — the coronavirus. Throughout my life and throughout this campaign, my motivation has been to serve God, our country, and the American people as best I can. I feel that the best way that I can be of service at this time is to continue to work for the health and well-being of the people of Hawaii and our country in Congress and to stand ready to serve in uniform should the Hawaii National Guard be activated.
264	Adjudicated	Optimistic	The result will be security and dignity for the people of Kosovo, achieved by an alliance that stood together in purpose and resolve, assisted by the diplomatic efforts of Russia. This victory brings a new hope that when a people are singled out for destruction because of their heritage and religious faith and we can do something about it, the world will not look the other way. I want to express my profound gratitude to the men and women of our Armed Forces and those of our Allies. Day after day, night after night, they flew, risking their lives to attack their targets and to avoid civilian casualties when they were fired upon from populated areas. I ask every American to join me in saying to them, thank you, you've made us very proud.
88	Adjudicated	Pessimistic	I met with the Prime Minister and members of his cabinet. And most movingly, I met with Israelis who had personally lived through horrific horror of the attack by Hamas on the 7th of October. More than 1,300 people slaughtered in Israel, including at least 32 American citizens. Scores of innocents—from infants to elderly grandparents, Israelis, Americans—taken hostage. As I told the families of Americans being held captive by Hamas, we’re pursuing every avenue to bring their loved ones home. As President, there is no higher priority for me than the safety of Americans held hostage. The terrorist group Hamas unleashed pure, unadulterated evil in the world. But sadly, the Jewish people know, perhaps better than anyone, that there is no limit to the depravity of people when they want to inflict pain on others. In Israel, I saw a people who are strong, determined, resilient, and also angry, in shock, and in deep, deep pain. I also spoke with President Abbas of the Palestinian Authority and reiterated that the United States remains committed to the Palestinian people’s right to dignity and to self-determination. The actions of Hamas terrorists don’t take that right away. Like so many other, I am heartbroken by the tragic loss of Palestinian life, including the explosion at a hospital in Gaza—which was not done by the Israelis.
241	Adjudicated	Neutral	On Saturday morning, Gabby, her staff and many of her constituents gathered outside a supermarket to exercise their right to peaceful assembly and free speech. They were fulfilling a central tenet of the democracy envisioned by our founders –- representatives of the people answering questions to their constituents, so as to carry their concerns back to our nation’s capital.  Gabby called it “Congress on Your Corner” -– just an updated version of government of and by and for the people. And that quintessentially American scene, that was the scene that was shattered by a gunman’s bullets.  And the six people who lost their lives on Saturday –- they, too, represented what is best in us, what is best in America.
456	Adjudicated	Pessimistic	So when we think about these challenges that our state is facing right now, I want us to remind ourselves of what we're capable of. Right now we're 18, 19, 20 on the list – on the rankings for education. Our teachers are leaving this state; our teachers are leaving the profession. Our students are leaving this state, vowing never to come back. Your grandkids are being born outside of the state of Iowa when you prefer for them to be born here right at home. We've got to interrupt that cycle folks, and there's something we can do about it. There's something we can do about it because it's a reasonable request to ask that our governor fully fund our education system so that our students, our students, have access to a limitless future. When our students graduate from high school, I want them to be set up to either have a job or go to college if that's their choice. And if they want a job, I only want them to have to work one folks to make ends meet. That's a reasonable request. Unfortunately our current governor is being unreasonable. Couple weeks ago she signed a 2.55 increase on our state education budget – and we know our students, and our parents, and our teachers are worth more than that.
52	Adjudicated	Pessimistic	But I told the grand jury today, and I say to you now, that at no time did I ask anyone to lie, to hide or destroy evidence, or to take any other unlawful action. I know that my public comments and my silence about this matter gave a false impression. I misled people, including even my wife. I deeply regret that. I can only tell you I was motivated by many factors: first, by a desire to protect myself from the embarrassment of my own conduct. I was also very concerned about protecting my family. The fact that these questions were being asked in a politically inspired lawsuit which has since been dismissed was a consideration, too.
457	Adjudicated	Optimistic	Because we acted, Saddam Hussein no longer fills fields with the remains of innocent men, women, and children. Because we acted, Saddam's torture chambers and rape rooms and children's prisons have been closed for good. Because we acted, Saddam's regime is no longer invading its neighbors or attacking them with chemical weapons and ballistic missiles. Because we acted, Saddam's regime is no longer paying the families of suicide bombers in the Holy Land. Because we acted, Saddam's regime is no longer shooting at American and British aircraft patrolling the no-fly zones and defying the will of the United Nations. Because we acted, the world is better and United States of America is safer. When the Iraqi regime was removed, it did not lay down its arms and surrender. Instead, former regime elements took off their uniforms and faded into the countryside to fight the emergence of a free Iraq. And then they were joined by foreign terrorists who were seeking to stop the advance of liberty in the Middle East and seeking to establish safe havens from which to plot new attacks across the world.
219	Adjudicated	Pessimistic	Today our nation joins with you in grief. We mourn with you. We share your hope against hope that some may still survive. We thank all those who have worked so heroically to save lives and to solve this crime -- those here in Oklahoma and those who are all across this great land, and many who left their own lives to come here to work hand in hand with you. We pledge to do all we can to help you heal the injured, to rebuild this city, and to bring to justice those who did this evil. This terrible sin took the lives of our American family, innocent children in that building, only because their parents were trying to be good parents as well as good workers; citizens in the building going about their daily business; and many there who served the rest of us -- who worked to help the elderly and the disabled, who worked to support our farmers and our veterans, who worked to enforce our laws and to protect us. Let us say clearly, they served us well, and we are grateful.
164	Adjudicated	Optimistic	Now, since I last spoke here two years ago, our country has been through a terrible trial.  More than 8 million people have lost their jobs.  Countless small businesses have had to shut their doors.  Trillions of dollars in savings have been lost -- forcing seniors to put off retirement, young people to postpone college, entrepreneurs to give up on the dream of starting a company.  And as a nation we were forced to take unprecedented steps to rescue the financial system and the broader economy. And as a result of the decisions we made -- some of which, let’s face it, were very unpopular -- we are seeing hopeful signs.  A little more than one year ago we were losing an average of 750,000 jobs each month.  Today, America is adding jobs again.  One year ago the economy was shrinking rapidly.  Today the economy is growing.  In fact, we’ve seen the fastest turnaround in growth in nearly three decades.
326	Adjudicated	Optimistic	We will honor the sacrifices of our men and women in uniform and their families who have made us the land of the free and the home of the brave, to build a better future worthy of their sacrifice. And we must honor and respect the aspirations of our children. Elections are about the future, and what we do for our children’s future. So thank you all for making the future better for all of American’s children. God bless you. God bless America. Thank you all very much.
224	Adjudicated	Optimistic	No role in history could be more difficult or more important. We stand for freedom. That is our conviction for ourselves—that is our only commitment to others. No friend, no neutral and no adversary should think otherwise. We are not against any man—or any nation—or any system—except as it is hostile to freedom. Nor am I here to present a new military doctrine, bearing any one name or aimed at any one area. I am here to promote the freedom doctrine. The great battleground for the defense and expansion of freedom today is the whole southern half of the globe—Asia, Latin America, Africa and the Middle East—the lands of the rising peoples. Their revolution is the greatest in human history. They seek an end to injustice, tyranny, and exploitation. More than an end, they seek a beginning.
8	Adjudicated	Optimistic	Nancy and I are most grateful to be with you here today, and I'll take a chance and say, muintir na hEireann [people of Ireland]. Did I get it right? [Applause] All right. Well, it's difficult to express my appreciation to all of you. I feel like I'm about to drown everyone in a bath of nostalgia. Of all the honors and gifts that have been afforded me as President, this visit is the one that I will cherish dearly. You see, I didn't know much about my family background-not because of a lack of interest, but because my father was orphaned before he was 6 years old. And now thanks to you and the efforts of good people who have dug into the history of a poor immigrant family, I know at last whence I came. And this has given my soul a new contentment. And it is a joyous feeling. It is like coming home after a long journey. What unites us is our shared heritage and the common values of our two peoples. So many Irish men and women from every walk of life played a role in creating the dream of America. One was Charles Thompson, Secretary of the Continental Congress, and who designed the first Great Seal of the United States. I'm certainly proud to be part of that great Irish American tradition. From the time of our revolution when Irishmen filled the ranks of the Continental Army, to the building of the railroads, to the cultural contributions of individuals like the magnificent tenor John McCormack and the athletic achievements of the great heavyweight boxing champion John L. Sullivan—all of them are part of a great legacy.
59	Adjudicated	Neutral	The truck I was driving broke down. And I was picked up by my roommate and best friend, Lori Piestewa, who was driving our First Sergeant, Robert Dowdy. We also picked up two other soldiers from a different unit to get them out of harms way. As we drove through An Nasiryah, trying to get turned around to try to leave the city, the signs of hostility were increasing, where people with weapons were on roof tops and the street watching our entire move. The vehicle I was riding in was hit by a rocket propelled grenade and slammed into the back of another truck in our unit. Three people in the vehicle were killed upon impact. Lori and I were taken to a hospital where she later died and I was held for nine days. In all, eleven soldiers died that day, six from my unit, and two others were -- six others from my unit were taken prisoner, plus two others.
17	Adjudicated	Optimistic	Thank you for organizing your communities and shattering records – more than 1.9 million voters who stood up for protecting our public schools, continued criminal justice reform, Medicaid expansion and real economic mobility for all of our counties. We won state House races and Senate races, a new seat in Congress and put America on notice that change is not coming – it has arrived. And you made it so. But those who fear change pushed back, and so we waited for the whole truth of this election – good and evil – to come forth. So thank you sharing your stories, for the tens of thousands of calls into our voter protection line. Thank you for volunteering your hours after the polls closed and for the past ten days. For driving to all 159 counties and for hearing the concerns of Georgia citizens, through tears and frustration and disappointment Because Georgia still has a decision to make about who will we be in the next election. And the one after that. And the one after that. So we have used this election and its aftermath to diagnose what has been broken in our process.
423	Adjudicated	Neutral	This has been accomplished thus far without the use of National Guard or other troops. And it is to be hoped that the law enforcement officers of the State of Mississippi and the Federal marshals will continue to be sufficient in the future. All students, members of the faculty, and public officials in both Mississippi and the Nation will be able, it is hoped, to return to their normal activities with full confidence in the integrity of American law. This is as it should be, for our Nation is founded on the principle that observance of the law is the eternal safeguard of liberty and defiance of the law is the surest road to tyranny. The law which we obey includes the final rulings of the courts, as well as the enactment's of our legislative bodies. Even among law-abiding men few laws are universally loved, but they are uniformly respected and not resisted.
80	Adjudicated	Optimistic	"John F. Kennedy once said, ""Ask not what your country can do for you, but what you can do for your country."" We must heed his call to action today, at a time in our history where it is so badly needed. We must stand up and fight for the soul of our country. Stand up against bought and paid-for politicians, kowtowing to special interests, selling their votes to the highest bidder. Instead of draining the swamp, our president has turned it into a cesspool of corruption. We must stand up against big pharma and insurance companies who extort those who are sick, who put their profits above the health and wellbeing of our people. We must fight to ensure that every American gets the quality healthcare they need, through Medicare for All. Stand up against big Wall Street banks who gamble with our money and our future. Stand up against overreaching intelligence agencies and big tech companies who take away our civil liberties and freedoms in the name of national security and corporate greed. We must stand up against those who pollute our land, our water, and our air. We must stand up against corporate private prisons profiting off the backs of those caught up in a broken criminal justice system. A system that puts people in prison for smoking marijuana while allowing corporations like Purdue Pharma, who are responsible for opioid-related deaths of thousands, to walk away scot-free and coffers full. This so-called criminal justice system which favors the rich and powerful and punishes the poor CANNOT stand. Stand up against those who perpetuate bigotry, hatred and violence against our brothers and sisters because of their race, religion, or sexual orientation. Stand up against this Administration who claims to believe in America First but who sells our troops, our weapons and our interests to whichever foreign country is the highest bidder. We must stand up against those who dishonor our troops, treating them as political pawns, and mercenaries-for-hire in wars around the world. We must stand up against powerful politicians from both parties who sit in ivory towers thinking up new wars to wage and new places for people to die. Wasting trillions of our tax-payer dollars, hundreds of thousands of lives, undermining our economy and security, and destroying our middle class. "
420	Adjudicated	Pessimistic	Think of the presidential candidates that have come through on this stage and have gone on to do amazing things for our country. Jimmy Carter Noah knew who he was. Bill Clinton, Barack Obama you have a big burden on your shoulders but that's because you're used to it. You know what Iowa gave us, Iowa gave us the Granger movement where you took on those big monopolies. It started here in the cornfields all right. You did that and we need to do that again. Iowa gave us as I mentioned, Norman Borlaug who fed the world. Iowa gave us Edna Griffin, that woman who went to Katz drugstore and sat at the counter and when they refused to serve her because she was black she said no, I'm not moving off of this counter, that's what you gave us. Iowa gave us these incredible candidates who are taking on the world and changing the house and that would be Abby and Cindy and Rita and JD who's going to beat Steve King in that district that is what you've given us. You have led the country and you are leading again, but the guy in the White House now, he governs from fear right he makes people afraid he says things on Twitter and most of the time he doesn't follow through but he makes people afraid. He is afraid himself, he is afraid of the NRA and that's why he didn't put common-sense gun legislation in place.
44	Adjudicated	Neutral	"The ancient Greek, Sophocles, once said, ""One must wait until the evening to truly see how magnificent the day has been."" My father, Joseph Vincent Paterno, never wanted to look back, to be seated in the evening reflecting on the day passed. Once something was done, it was on to the next challenge. Well, dad, you have no choice. The evening has arrived, and whether you like it or not, there are many here that have and will continue to reflect on the magnificent daylight of your life. Born in Brooklyn to Angelo and Florence Paterno, many of you know the well-versed details of his life. What you may not know is his father instilled in him the ideals and values of inclusion and openness. Angelo Paterno worked [all] his life to increase dialogue between people of different faiths, different races, and his oldest son, Joe Paterno, made those values his core values."
310	Adjudicated	Pessimistic	Over the past two years, what began as a series of peaceful protests against the repressive regime of Bashar al-Assad has turned into a brutal civil war.  Over 100,000 people have been killed.  Millions have fled the country.  In that time, America has worked with allies to provide humanitarian support, to help the moderate opposition, and to shape a political settlement.  But I have resisted calls for military action, because we cannot resolve someone else’s civil war through force, particularly after a decade of war in Iraq and Afghanistan. The situation profoundly changed, though, on August 21st, when Assad’s government gassed to death over a thousand people, including hundreds of children.  The images from this massacre are sickening:  Men, women, children lying in rows, killed by poison gas.  Others foaming at the mouth, gasping for breath.  A father clutching his dead children, imploring them to get up and walk.  On that terrible night, the world saw in gruesome detail the terrible nature of chemical weapons, and why the overwhelming majority of humanity has declared them off-limits -- a crime against humanity, and a violation of the laws of war.
125	Adjudicated	Pessimistic	At my direction, elements of the 82d Airborne Division as well as key units of the United States Air Force are arriving today to take up defensive positions in Saudi Arabia. I took this action to assist the Saudi Arabian Government in the defense of its homeland. No one commits America's Armed Forces to a dangerous mission lightly, but after perhaps unparalleled international consultation and exhausting every alternative, it became necessary to take this action. Let me tell you why. Less than a week ago, in the early morning hours of August 2d, Iraqi Armed Forces, without provocation or warning, invaded a peaceful Kuwait. Facing negligible resistance from its much smaller neighbor, Iraq's tanks stormed in blitzkrieg fashion through Kuwait in a few short hours. With more than 100,000 troops, along with tanks, artillery, and surface-to-surface missiles, Iraq now occupies Kuwait. This aggression came just hours after Saddam Hussein specifically assured numerous countries in the area that there would be no invasion. There is no justification whatsoever for this outrageous and brutal act of aggression. A puppet regime imposed from the outside is unacceptable. The acquisition of territory by force is unacceptable. No one, friend or foe, should doubt our desire for peace; and no one should underestimate our determination to confront aggression.
34	Adjudicated	Optimistic	One of the bills Congress has passed builds on the progress we have made over the last five years. So I signed it into law. (Applause.) Congress has also passed a second bill that attempts to overturn the balanced policy I set. This bill would support the taking of innocent human life in the hope of finding medical benefits for others. It crosses a moral boundary that our decent society needs to respect, so I vetoed it. Like all Americans, I believe our nation must vigorously pursue the tremendous possibility that science offers to cure disease and improve the lives of millions. We have opportunities to discover cures and treatments that were unthinkable generations ago. Some scientists believe that one source of these cures might be embryonic stem cell research. Embryonic stem cells have the ability to grow into specialized adult tissues, and this may give them the potential to replace damaged or defective cells or body parts and treat a variety of diseases.
207	Adjudicated	Pessimistic	"Let me say, too, that I have been heartened by the conduct of this convention. You have argued and disagreed, because as Democrats you care and you care deeply. But you have disagreed and argued without calling each other ""liars"" and ""thieves,"" without despoiling our best traditions -- you have not spoiled our best traditions in any naked struggles for power. And you have written a platform that neither equivocates, contradicts, nor evades. You have restated our Party's record, its principles and its purposes, in language that none can mistake, and with a firm confidence in justice, freedom, and peace on earth that will raise the hearts and the hopes of mankind for that distant day when no -- no one rattles a saber and no one drags a chain."
225	Adjudicated	Optimistic	When I started this campaign a year ago, I was working in a restaurant in downtown Manhattan, and it wasn't because…and we didn't launch this campaign because I thought I was special or unique or better than anyone else. We launched this campaign because in the absence of anyone giving a clear voice on the moral issues of our time, then it is up to us to voice them. We launched this campaign because no one was clearly and authentically talking about issues like the corrupting role of money in politics, about the disturbing human rights violations being committed by ICE, by the fact that we had no one was giving voice to the idea and the notion that an entire generation is graduating with crippling loads of student loan debt, a ticking time bomb for our economy.
459	Adjudicated	Pessimistic	My second purpose today is to provide you with additional information, to share with you what the United States knows about Iraq's weapons of mass destruction as well as Iraq's involvement in terrorism, which is also the subject of Resolution 1441 and other earlier resolutions. I might add at this point that we are providing all relevant information we can to the inspection teams for them to do their work. The material I will present to you comes from a variety of sources. Some are U.S. sources. And some are those of other countries. Some of the sources are technical, such as intercepted telephone conversations and photos taken by satellites. Other sources are people who have risked their lives to let the world know what Saddam Hussein is really up to. I cannot tell you everything that we know. But what I can share with you, when combined with what all of us have learned over the years, is deeply troubling.
